name	id	url	picture	biography	organization	position
Stephan Dreyer	1341		http://13.re-publica.de/files/pictures/picture-1341.jpg	Stephan Dreyer ist Wissenschaftlicher Referent am Hans-Bredow-Institut für Medienforschung. Sein Forschungsinteresse gilt dem Recht der neuen Medien, insbesondere rechtlichen Fragestellungen zu Online- und Verbreitungsplattformen, darunter solche des Jugend-, Daten- und Verbraucherschutzes. Weitere Interessenschwerpunkte bilden regulierungswissenschaftliche Herausforderungen, die sich aus der Digitalisierung und Privatisierung öffentlicher Kommunikationsräume ergeben. Auf der re:publica fragt er sich, was wir über den "Code" wissen sollen, sollten und müssen, der unser alltägliches Online-Verhalten (mit)steuert und kontrolliert.	Hans-Bredow-Institut für Medienforschung	Wissenschaftlicher Referent / Senior Researcher
Jan Schmidt	1090		http://13.re-publica.de/files/pictures/picture-1090.jpg			
Katharina Johnsen	1432		http://13.re-publica.de/files/pictures/picture-1432.jpg			
Sebastian Deterding	1490		http://13.re-publica.de/files/pictures/picture-1490.jpg	Aspiring architect in the cathedral of human understanding. Designer and researcher working on games, gameful design, playful design, gamification. Editor, "The Gameful World", to appear with MIT Press.	Hans Bredow Institute for Media Research	Affiliate Researcher
Horst Zuse	2105		http://13.re-publica.de/files/pictures/picture-2105.jpg	Dr.-Ing. Horst Zuse wurde 1945 geboren und studierte von 1967 bis 1973 Elektrotechnik an der Technischen Universität Berlin (TUB). Im Jahr 1985 promovierte er auf dem Gebiet der Softwarekomplexitätsmaße und es folgte 1987 ein einjähriger Forschungsaufenthalt am IBM Thomas J. Watson Research Center in Yorktown Heights / New York in den USA. 1991 publizierte er das Buch: Horst Zuse: Software Complexity - Measures and Methods, im DeGruyter Verlag und 1998 erschien das Buch: Horst Zuse: A Framework of Software Measurement, DeGruyter Verlag. Im Jahr 1998 verlieh der Fachbereichsrat Informatik der TU-Berlin ihm im Rahmen des Habilitationsverfahrens die Lehrbefähigung und –befugnis (Privatdozent) auf dem Gebiet der Praktischen Informatik. Von Dezember 2003-2006 war er Gastprofessor an der Fachhochschule Lausitz (FHL) und seit November ist er dort Honorarprofessor. Am 20.12.2009 wurde er zum Professor ernannt.		Professor für Informatik
Katharina Meyer	47		http://13.re-publica.de/files/pictures/picture-47.jpg	Katharina Meyer unterstützt das Programmteam als wandelnde Schnittstelle. Seit Oktober ist sie Kultur- und Medienmanagerin, M.A., stellt sich aber weiterhin lieber als Technik- und Kulturhistorikerin, B.A., vor. Fand das Wort Netzkunst schon immer ein schönes und wechselt vom Standbein Kunst jetzt mit großer Begeisterung zum Spielbein Netz. Das Internet ist ihr Pony, die Welt ihr richtiges Pferd. Mail: programme at re-publica.de / Twitter: @KthrnMeyer	re:publica	Programmkuration rp13
Bronwen Robertson	776		http://13.re-publica.de/files/pictures/picture-776.jpg	Small Media is a non-profit media lab in London. We do work on research, training, and technology solutions for closed societies, especially Iran. We do innovative research and we're always looking for new ways to present these to our audience. We're shying away from traditional reporting and going for a participatory interactive experience with our work. We're a team of dedicated individuals, and we love our work.	Small Media	Researcher
Maral Pourkazemi	1063		http://13.re-publica.de/files/pictures/picture-1063.jpg	Maral Pourkazemi is a passionate information designer and a story teller. She currently works at London-based non-profit Small Media Lab as their Creative Manager. After work hours she works on her personal projects and sometimes she does freelance work, too.	Small Media	Creative Manager
Mahmood Enayat	1062		http://13.re-publica.de/files/pictures/picture-1062.jpg	Mahmood Enayat is the Founder and Executive Director of Small Media, a nonprofit based in London. He is a Media Development expert and Researcher. Previously he was the Director of the Iran Media Program and the Iran Project Director at the BBC World Service Trust.	Small Media	
Stina Backer	1526		http://13.re-publica.de/files/pictures/picture-1526.jpg			
Birgitta Jónsdóttir	2118		http://13.re-publica.de/files/pictures/picture-2118.jpg	Member of the Icelandic Parliament for the Movement & chairperson of the International Modern Media Institute.	International Modern Media Institute	Chairperson
Victoria Wenzelmann	2301		http://13.re-publica.de/files/pictures/picture-2301.jpg	Victoria is a publisher at eufrika.org, a news platform which aims at creating an African-European public. Serendipity and good friends got her involved with the AfricaHackTrip. She spent half her twenties in Africa and has been suffering from a mild form of mal d'Afrique ever since. She is curious about connections between the personal, social, political economic and cultural spheres, which gained her a degree in Anthropology. She worked in PR, ran a company for a while, and now works as a systemic organisational development consultant focussing on (social) entrepreneurship, Generation Y and new forms of collaboration.	eufrika.org	Publisher
Andreas Gebhard	65		http://13.re-publica.de/files/pictures/picture-65.jpg	Andreas Gebhard ist Mitgründer der re:publica und seit 2012 Geschäftsführer der republica GmbH. Besonders am Herzen liegt ihm die weitere Internationalisierung der Veranstaltung. Zudem ist er Gründer und Geschäftsführer von newthinking und setzt sich in diesem und in anderen Rahmen seit mehr als zehn Jahren für die Verbreitung von Open Source-Prozessen und -Strategien in Gesellschaft und Wirtschaft ein. In seiner Freizeit ist er begeistertes Vorstandsmitglied von Tennis Borussia Berlin	republica GmbH	CEO
Maciek Laskus	2226		http://13.re-publica.de/files/pictures/picture-2226.jpg	Maciek is serial entrepreneur hailing from Warsaw, Poland. He co-founded Startup Safary in August 2012 and is planning a huge event on 6th September, where startups and tech companies will organize hundreds of events for thousands of participants traveling from office to office: Startup Safary Berlin. He previously founded several companies, including an interactive agency, an augmented reality startup and a printing on demand startup. After publishing his first article in a nationally distributed magazine at the age of 12, he become the youngest editor ever at Chip magazine and Burda Media in Poland.	Startup Safary	Co-founder
Boris Borchert	1863		http://13.re-publica.de/files/pictures/picture-1863.jpg	Boris Borchert war nach dem Studium zunächst einige Jahre als Online-Redakteur tätig. Derzeit als Social Marketing Manager bei ImmobilienScout24 unterwegs, engagiert er sich in seiner Freizeit als Pressesprecher und Vorstandsmitglied für den gemeinnützigen Verein Ohrka e.V. Ohrka.de bietet kostenlose und werbefreie Hörabenteuer für kleine und große Ohren. In Kurzbios redet er von sich in der dritten Person, was ihn jedes Mal befremdet.	Ohrka e.V.	Pressesprecher
Wolfgang Both	1847		http://13.re-publica.de/files/pictures/picture-1847.jpg	Wolfgang Both ist promovierter Informationstechniker (Jg. 1950) und arbeitet seit mehr als 15 Jahren in der Senatsverwaltung für Wirtschaft, Technologie und Forschung des Landes Berlin. Er ist dort im Fachreferat für die Informations- und Medienwirtschaft zuständig für Netzwerke, Innovationen und deren Förderung. Nach seinem Studium war er in der Industrieforschung tätig und arbeitete Anfang der 90er Jahre bei einem Projektträger des Bundesforschungsministeriums. Zu seinen Schwerpunktthemen bei der Umsetzung der länderübergreifenden Innovationsstrategie im Zukunftsfeld IKT/Medien zählen neben Open Government auch Sicherheit mit IT sowie das „Internet der Dienste“.	Senatsverwaltung für Wirtschaft, Technologie und Forschung	stellv. Referatsleiter
Julia Kloiber	434		http://13.re-publica.de/files/pictures/picture-434.jpg	Julia Kloiber arbeitet seit Februar 2011 als Projektleiterin im Bereich Civic Apps and Open Data für die Open Knowledge Foundation Deutschland. Im letzten Jahr hat sie unter anderem den Civic-Incubator Stadt Land (http://stadtlandcode.de/) und den Hackday Apps and the City (http://appsandthecity.net/) umgesetzt. Neben ihrer berufliche Tätigkeit ist Sie ehrenamtlich im Digitale Gesellschaft e.V. tätig.	Open Knowledge Foundation	Project Lead
Alexander Pilz	1848		http://13.re-publica.de/files/pictures/picture-1848.jpg		Verkehrsverbund Berlin-Brandenburg	Abteilungsleiter Fahrgastinformation
Yan Minagawa	2443		http://13.re-publica.de/files/pictures/picture-2443.jpg		TeleportR	technologist
Joris Pekel	783		http://13.re-publica.de/files/pictures/picture-783.jpg	Joris lives in Amsterdam and works specifically with digital heritage related projects at the Open Knowledge Foundation. He graduated from the University of Amsterdam in 2011 with a degree in New Media where he specialised in digital heritage and identity building. He is interested in opening up collections belonging to different cultural institutions and linking them together to facilitate new and innovative ways of looking at our shared history.	The Open Knowledge Foundation	Community Coordinator
Daniel Dietrich	875		http://13.re-publica.de/files/pictures/picture-875.jpg	Daniel lives in Berlin and worked as a Research Associate at Technical University Berlin, Department of Internet and Society until end 2011. His academic work surrounds political science, computer science and communication science in Frankfurt and Berlin. He is author of several studies, topic reports and papers on the topics of Open Government, Open Data, Transparency and Participation. He is working part-time for the Open Knowledge Foundation since 2009. He is the official representative and Chairman of the German Chapter (http://okfn.de) of the Open Knowledge Foundation. He also helps to coordinate the Working Group on Open Government Data and co-organises and runs events across the open data spectrum including OKCon (http://okcon.org), Open Government Data Camp (http://ogdcamp.org) and OKFestival (http://okfestival.org). He is also co-founder of the Open Data Network (http://opendata-network.org) and since 2011 Editor of the ePSI platform (http://epsiplatform.eu). More information can be found at http://ddie.me/ and on Twitter: https://twitter.com/#!/ddie	Open Knowledge Foundation Deutschland	Chairman
Kathrin Passig	791		http://13.re-publica.de/files/pictures/picture-791.jpg	Kathrin Passig lebt in Berlin vom Schreiben von Sachbüchern und anderen zweifelhaften Tätigkeiten. Zuletzt erschien "Standardsituationen der Technologiekritik.Sechs Merkur-Kolumnen aus den Jahren 2009-2011" sowie Ende 2012 "Internet - Segen oder Fluch" (zusammen mit Sascha Lobo).		
Simon Höher	2372		http://13.re-publica.de/files/pictures/picture-2372.jpg	Simon Höher is co-founding knowable.org, a social network for makers from Berlin, that is building a platform to document and collaborate on open source hardware ideas and products while providing maximal accessibility from everywhere. Before starting knowable he studied cultural and political science at Zeppelin University, Friedrichshafen, and wrote his thesis on the World Bank and dynamic learning networks as a new perspective for international development. He worked in Maputo, Mozambique, with the Observatory of Cultural Policies in Africa and continued his engagement in the field of culture, technology and development in several Initiatives and Foundations in Africa and Europe.	knowable	Co-Founder
Stav Zilbershtein	2429			I have been living online marketing for the past 10 years, from teaching SEO as a profession and personally planning SEO strategy for various companies, to leading Duran Web Services Ltd., which offers: -- premium SEO services with a tailor made solution for each project. -- SOV (Share of voice) is a special service that gives solution for high end SaaS companies that wishes to convert more out of their organic traffic. -- PPC for low, medium and high budgets in B2B or SaaS-based companies. -- Optimization on a large scale with our proprietary website scanning tools. Some more info about me -- Born with a keyboard in my hand I actually designed ANSI graphics for the first BBS's. -- I'm a known lecturer and have educated personally over 600 people in the SEO industry in Israel and Germany. -- I have optimized with my bare hands over 40 major sites with millions of indexed pages and provided services through the Israeli company to hundreds of projects. -- I am the owner today of Duran web services LTD and our German branch Duran web services GmbH.	Duran web services GmbH	CEO
